kjo99**|가격대비 너무 이뻐요!안에 긴 가방끈도 있어서 놀랐습니다생각보다 작긴한데 귀엽네요!!
k7700**|너뭊ㅎㅎ아요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅍ사고싶옄ㅅㅁ느데 사라진이유노좀요ㅠㅠㅠ
juju3**|종아리까지 다 덮었다면 좋겠지만 살짝 위에서 노네요 벨트도 있고 가성비 대박이에요 러블리 소녀틱한 느낌 연출이 가능하겠군요 이렇게 추운 날 롱치마는 사랑입니다
juju3**|색깔이 뭔가 생각한것보다 누리끼리해서 놀랐어요 크림이라기보단 좀 더 뭔.. 어두운 느낌? 그치만 옷 자체는 예뻐요
juju3**|와 여리여리 핏 대박 처음 받을 때 식초냄새도 무마할정도로 예쁩니다 슬랙스랑 코디해서 입으면 무난하지만 꾸민듯 안꾸민스타일을 낼 수 있는 옷입니다
lyw**|처음에는 제가 살이 쪄서 그런지 힘들게 들어가더라구요ㅜㅜ 근데 신축성이 너무 좋아서 되게 잘 늘어나고 지금은 편하게 입어요. 길이가 좀 길길래 3센치정도 그냥 제가 잘랐어요ㅋ큐ㅠ 그리고 사진 상으로는 짜리몽뚱하게 나왔지만 입으면 다리도 얇아보이고 찢어진 포인트도 예뻐요.
juju3**|음 평소에도 바지 L사이즈 입는데 이건 뭔가 짧은감이 있네요ㅠㅠ 접어서 입는 바지인 줄 알았는데 피면 그 헤짐 그런거더라구요 그것도 나름 이뻐서 좋은데 접으면 일단 너무 짧아져요..! 접어서 입고 다니려고 샀는데 그냥 헤짐 바지 하나 겟했네용ㅎㅎ 그래도 핏은 믿고사는 고고싱이니까 예버요
lyw**|니트류가 너무 많아서 질리길래 맨투맨도 사봤는데 만족스러워요. 단정하면서도 목부분이랑 소매부분 포인트 떄문에 진짜 예뻐요.
ha0403**|바지 자체는 너무 예뻐요 제 다리 길이가 꽤 긴편에 골반이 있는편이라 바지가 너무너무 짧아서 골반에도 안와서 반품하긴 했지만 색상도 너무 이쁘고 그리고 신축성은 별로인것 같아요...! 키가 크거나 다리가 긴 분들은 고민후에 사시는걸 추천드려요
juju3**|전 허벅지 살이 있어서 엉덩이 덮는 옷들을 좋아하는데 길이도 딱 엉덩이 덮고 일단 기모라서 따뜻해요 엄청 박시한 스타일은 아니지만 핏도 앵간이에요
ha0403**|받자마자 본드 냄새? 같은게 풍겨서 바로 빨래통에 넣어버렸고 많이 얇아서 비치네요! 안에 하얀색 반팔 입고 입어야할 것 같습니다 몇 번 안입고 버릴거면 추천드려요! 급하게 흰 니트를 입어야 할 때 이런것도 추천 드립니다
lyw**|저는 목폴라중에 목 헐렁하고 그런거 말고 진짜 짱짱한걸 원했는데 이게 진짜 짱짱하고 목부분도 튼튼하고 할튼 마음에 들어요. 근데 너무 짱짱한 나머지 약간 쫄리는 느낌도 나긴해요. 그래도 코트같은데 코디하기도 좋고 후드티안에 입어도 예쁘고 따듯하니 만족합니다.
juju3**|선 없이 들고 다닐 수도 있고, 선도 짧을 줄 알고 걱정했는데 길이도 딱 적달하고ㅠㅠ 넘넘 예뻐요 그리고 안에 공간도 은근 넓어서 제 파우치 큰데 다 들어가요 짱짱b
ha0403**|브이넥도 잘 빠져있고 얇긴한데 가을이나 봄에 잘 입을것 같고 레이어드 해서 입기도 좋고 단독으로 입기도 좋아요!! 싸긴한데 급하게 니트를 입어야하는데 몇번 안 입을거다 하면 사시는걸 추천드려요
sds011**|디자인이랑 컬러랑 전부다 마음에 들어요ㅠㅠ!! 너무맘에들어서 일주일에 한번은 꼭 입어요 오늘도 입음뒷부분이 밴딩이라 편하긴한데 뒤에가 조금 조이는느낌? 은 있지만 마음에듭니닷
hyojung55**|색깔이 조금 탁한 감이 없지않아 있지만 포슬포슬한게 귀여워 보여서 좋습니다. 핏도 넉넉한 편이라 안에 후드집업하나를 더 껴입어도 별로 티가 안나요ㅎ
hyojung55**|전체로 지퍼를 다 잠글시 목부분이 많이 조이고 허리 기장이 좀 많이 짧은 편입니다 질은 좋고 치마에 입으면 되게 예쁠것같습니당
mkm01**|수요일에 입어야 되서 일요일 저녁에 주문했는데 오늘 딱 왔네요 ㅎㅎ다리 라인오 이쁘게 잡아줘서 좋아요 ㅎㅎ 고고싱바지는 다 이쁜 듯 하네여
sd030**|갖고싶은 거였는데 마침 할인하길래 저렴하게 구입했어요!! 생각보다 정말 두툼하고 따뜻해용! 안에 폴라티입고 입으니까 예쁘고 따뜻해요 정전기도 안나고 좋습니당!!
lyw**|치마자체는 딱 붙는 스타일이 아니어서 뱃살 부각도 안되서 좋아요. 길이도 적당하니 좋구요. 근데 생각보다 치마 형태가 너무 튤립?스러워요. 너무 부푼형태라 해야되나.. 그래서 약간 줄이려구요ㅜㅜ
lyw**|아무래도 코트라 재질이 제일 걱정스러웠는데 부들부들하고 뻣뻣하지 않아서 좋아요~ 카라도 딱 각?이 잡혀있어서 좋구요.색도 흔하지 않은 코코아색이라서 예뻐요
lyw**|목폴라를 좋아해서 샀어요. 역시 무난하게 기본템으로 입기에 딱 좋아요. 길이도 딱 적당하고~
lyw**|신축성은 생각보다 없었어요ㅜㅜ근데 막 뻣뻣하고 이런건 아니라 그런데로 입을만 해요.. 전 하이웨스트를 좋아하는 편인데 이건 ㄹㅇ하이웨스트에요 근데 다리가 막 얇아 보이고 이러진 않아요. 어쨌든 무난히 입을 만해요
tnqlsl03**|평소에 체크 남방 갖고싶었는데 사길 잘한것 같아요!아무데나 나갈 때 청바지랑 같이 입었는데 괜찮았아요!! 편하게 입을 수 있어서 좋은것 같아요
tnqlsl03**|길이는 적당해서 좋았어요 다만.. 겨울용이게는 조금 얇은 것 같아요.. 그리고 지퍼가 없어서 벗을 때 조금 불편하긴 하지만 나머지는 전반적으로 마음에 들어요!!
jjjyyy12**|너무 예뻐서 세트로 샀는데 너무 예뻐요 !! 후기대로 치마가 좀 짧긴 하네요ㅜㅜ울이 들어가서 그런지 따뜻하고 안에 목티 입으니깐 더 예뻐용
jjjyyy12**|너무 예뻐서 세트로 샀는데 너무 예뻐요 !! 후기대로 치마가 좀 짧긴 하네요ㅜㅜ울이 들어가서 그런지 따뜻하고 안에 목티 입으니깐 더 예뻐용
dbslz**|완전 대박이예요 ㅠㅜ 처음에 헐 미쳤다 라지살걸...내가 미쳤다고훠어어우어흐러ㅓ윽루러 했는데 꾸역꾸역 입고나니까 ㅠㅜ하나도 안답답하고 착 달라붙는게 날씬해진 느낌 ㅠㅠ 청바지 필요해서 딱 좋은 진청사고 났더니 블랙도 눈에 들어오더라구요ㅎㅎ 블랙도 조만간 구입할거같아요..!!!
dbslz**|멀리서서는 그렇게 냄새는 심하지않은데 가까이서 맡으면 이상한 냄새가 나더라구요 ㅜㅜ 근데 부드럽고 이뻐요 ㅠㅜ무엇보다 색깔 짱짱 ㅠ안에 검정색 받쳐있으면 이뻐요!!!
tnqlsl03**|기모바지 찾던 중에 할인도 하고 기모바지여서 구매하게 됬는데 기모가 생각보다 너무 얇아요ㅠㅠㅠㅠ 바지살려고 하면 짧아서 많이 고민하게 됬는데 이거는 길이도 결정할 수 있어서 좋아요 170cm이어도 그렇게 길지 않아요!
dbslz**|냄새는 진짜 엄청 심하긴 한데 하루정도 냄새빼두고 향나는 제품같은거 뿌려주면 그래두 괜찮더라구요  그래도 다 없어지지는 않아요...ㅎㅎ 근데 무엇보다 모든옷에 매치짱짱 ㅠㅠ 다 이뻐보여요 ㅠㅜㅜ 태슬도 옆에 적당하게 달려서 이뿌더라구요 ㅎㅎ 고급스러워보이고 안에 내용물도 은근 많이 들어가서 좋아요!! 4계절 다 맬수있을거같아서 좋네요ㅎㅎ잘 매고 다닐게용ㅎㅎ
jjjyyy12**|기본템으로 예쁜 것같아요 ! 근데 생각보다 얇아서 안에 목티 입고 입었는데 더 예쁘네용  오히려 얇아서 봄 가을 겨울 다 입을 수 있을 것 같아용
tnqlsl03**|터틀넥이 필요해서 찾아보던 중 5G루즈니트를 발견했습니다!!후기 찾아보고 다들 괜찮다고 하셔서 구매하게 진짜 좋아요소매도 마음에 들고 길이도 마음에 들고 색깔도 마음에 들고 다른 색깔 또 사고싶어요!!
olle**|후드 탈부착이라 두가지 스타일로 입을 수 있어서 너무 좋아요! 치마에 입어도 바지에 입어도 예뻐요! 어어너어어ㅓㅓㅓㅁ청 추운날은 조금 껴입고 입어도 편하게 입을 수 있어서 좋습니당
codbs05**|목티가 하나도 없어서 하나 장만햇는데 흠..진짜 가격에 비해 너무 재질도 맘에들고 좋은것같아여ㅎㅎ다른거 껴입으면 하나도 안추울것같네용ㅎㅎ
hae70**|생각보다 너무 따뜻하고 핏이 너무 여유로워서 깜짝놀랫지만 잘입고다니고 있어요. 단지 하나 아쉬운 점은 모자가 달려잇는데 단추가 너무 잘풀려서 그냥 빼고 다니고 있어요ㅠㅠ조금 더 단단히 고정되어 있으면 좋았을 꺼 같아요!여튼 잘입을께용ㅎㅎ
codbs05**|오늘 택배와서 바로 입엇봣는데 일단 핏이 너무 좋구여!!메이커 숏패딩은 너무 비싸서 못사구 뭘사지 하다가 핑크패딩이 딱 눈에 들어오더라구요!!숏패딩 하나쯤은 잇어야될것같아서 바로 시켯어요ㅎㅎ완전 이뻐요!!산것중에 제일 맘에듭니당ㅎㅎ이건 그냥 사진만 봐도 딱 알것같아요 해헤
jw260**|사진이랑 똑같아요! 원피스만 입구싶을때는 원피스만 입을수도 있구 지금같은 날씨에는 니트랑 같이 입으면 또 다른 느낌이에요♡ 결론은 예쁘다는거~ 원피스 패턴도넘예쁘네용 넘만족해용가격이 저렴한 편이라 크게 기대하지 않았는데 질도 좋아요!!고고싱 자주 이용할것 같아요!
codbs05**|오늘 택배와서 바로 입어봣눈데 징짜 스판이라 너무너무 편해요!!!제가 스판아니면 잘 안입는데 완전 겟한거 있죠~? 맨날 슬랫스만 사구 그냥 검정 바지가 없어서 뭘로 사지하다가 딱 눈에 이바지가 들어오더라구요ㅎㅎ 몇년동안 입을수 잇어서 너무 좋아요~~
codbs05**|주말에 시켜서 오늘온 택배중에 하나!!바지가 다 허리가커서 S으로 시켯는데 쪼금 쬐더라구요ㅎㅎ살빼고 입어야겟어욤ㅎㅎ근데 진짜 핏이 너무 예뻐서 징짜 맘에들어요ㅠ역시 고고싱!!맨날 여기서만 옷사는데 저 단골인거 맞죠~?ㅎㅎ좋은옷 맨날 만들어주셔서 감사합니다ㅠ
37366853**|엄청 쫀쫀하고 탄력있지는 않은데 집앞 외출이나 편하게 입으려고 산거라 만족해요~ 근데 몇번입으면 무릎나올까 걱정.. 그래도 이가격에 잘산거같아요~
hellosun**|평소에 28사이즈 입어서 L사이즈 신청했는데 허리가 조금 큰 것 같아요!! M사이즈 사도 되었을 것 같아요. 스판끼가 넉넉해서 정사이즈 구매하시면 될거 같아요! 그리고 이 바지가 키 별로 있어서 너무 좋은 것 같아요!!! 170이어서 길이가 딱 맞아서 좋아요!
gyrud12**|후기에 치마가 많이 짧다고 해서 걱정은 했는데 키가 작아도 짧긴 짧네요ㅠㅠ 그치만 치마만 따로 입어도 이쁘고 같이 입으면 더더 이뻐요!! 재질이 두꺼워서 따뜻하기도 하고요~ 겨울에도 많이 입을것 같네요ㅎㅎ
ds357**|기모가 완전 부들부들해서 착용감이 좋아요 ㅎㅎ근데 길이감이 좀 길어서 빼서입자니 좀기네요 .. 넣어입기는 좀 부해보여서 치마랑 매치를해야될고같아요~ ㅎㅎ 색이나 이런거는 다ㅏ 만족합니다ㅔ
ds357**|브라운이 실물이 진짜예뻐요 ㅎㅎ근데 얇아서 겨울엔좀 춥네요ㅠㅠ 벨트도 있어서 ㄱ봄이나 가을에 얇은티입고 입는게 젤이쁜거같으요 ㅎㅎㅎ 코트랑입으도 최고’!!
kma99**|배송: 일요일 저녁에 시켜서 화요일 오후에 왔습니다! 배송 빨라요 ㅎㅎ⭐️⭐️⭐️⭐️⭐️핏: 부하지도 않고 적당히 통통해서 좋았습니다! 그리고 제가 통통한 편인데 두꺼운 니트를 입고도 넉넉해서 부담 없이 입었어요~⭐️⭐️⭐️⭐️재질+색 : 일단 무광이라서 좋았고, 시보리가 짱짱해서 좋았어요 ㅎㅎ 색은 인디핑크고 그리 밝지는 않아서 차분한 느낌을 줍니다. 그리고 옷의 가장자리 마감 부분이 깔끔하고 지퍼 쪽 반대 부분에 패턴이 있어서 심심하지않고, 세련돼서 좋았습니다. ⭐️⭐️⭐️⭐️⭐️보온: 얇을 줄 알았는데 생각보다 통통하고 따스웠어요 ⭐️⭐️⭐️결론은 옷 잘산것 같아요 히히
divinity38**|이거 진짜 반신반의하면서 산거에요! 솔직히 얇아보이고 겨울에 못입ㅇ을 거 같아서 고민 많이 했는데 고민 왜했는지 모르겠어용ㅋㅋㅋㅋ 사고 내내 잘 입고 있어요! 길이도 길어욤 키가 168인데 종아리 많이 가려서 진짜 더 따뜻한거같기도해요ㅋㅋㅋㅋ 말만 롱코트인 것들도 많은데 이건 진짜 롱코트!♡ 색은 좀더 진했으면 좋겠지만 그런대로 만족합니당 솔직히 코트치고 싼데 이정도면 성공적인거같아요!
divinity38**|이거 그냥 맨투맨 필요했는데 무난한것보다 포인트있는게 예쁠 것 같아서 소매에 포인트있는 이걸로 샀어요! 기모도 있어서 속옷은 튀는색 아니면 그냥 무난하게 입을 수 있어요~ 기모도 빵빵하고 이뻐요! 단지 나이에 좀 안맞아보이는것빼곤...ㅋㅋ 암튼 괜찮아요! 성공적.
divinity38**|이거 기모있구 두툼하다고 해서 겨울에 옷 넣어입으려면 한 사이즈 크게 사야하나 고민하고 있었는데 하의는 워낙 크게 입는건 별로 안좋아해서 그냥 정사이즈로 질렀어요! 근데 작지도않구 딱 알맞게 핏되더라구요~ 키가커서 치마가 길진 않은데 그래도 짧지도 않았어요~ 이쁩니다 뜨뜻하구~!♡
panda01**|색깔에 반해서 산 옷인데 너무 예뻐요~^0^ㅎㅎ 길이도 괜찮고 잘입을것같아요ㅎㅎ 다른 색으로 하나 더 사고싶네요ㅋㅋ
panda01**|옷도 예쁘고 지금 날씨에도 속에 두꺼운옷 입고 잘다녀요~ 근데 옷이 진짜 커서 좀 부해보여요
net89**|제가원하던 옷이에요~치마 옆에 트여있어서 답답하지도않구요분홍색도 사고싶네요!고고싱에서 자주사는데 항상 맘에들어요~ 번창하세요!
panda01**|저한텐 허리가 널널해서 치마가 좀내려가서 길이가 엄청 짧지는 않았어요. 속바지도 있고 무난해서 잘입을것같아요
panda01**|무난하게 입을 흰색 맨투맨 찾던거라 만족해요~ㅎㅎㅎ 기모도 있고 좋아요. 치마 속에 넣어입으면 예뻐요
panda01**|세일할 때 구매했는데 싸게 사서 넘 좋아요ㅋㅋ 누빔이 있기는한데 품이커서 소매 사이로 바람이 들어와요ㅋㅋㅋ 어차피 날 풀리면 입으려고 산거라 오시 예뻐서 너무 만족해요!
panda01**|옷은 예쁘고 좋은데 물빠짐이 심해요. 손으로 스윽하면 파랗게 묻어나와요;;ㅋㅋ 세탁하고 입어야할듯해요
panda01**|맨투맨이나 니트 같은 옷들에 레이어드해서 입으려고 구입했는데 단품으로 입어도 좋을것같아요ㅎㅎ
panda01**|모델컷보다 노란색이 더 튀어보여요(이상한건ㄴㄴ)너무 예쁘고 잘입을 것 같아요~ 실밥은 좀 정리해야해요
panda01**|실밥이랑 보푸레기?가 많아서 가위로 다 잘라냈어요. 그래도 옷은 너무 예쁘고 단독으로 입어도 좋고 티 위에 입어도 예뻐요
panda01**|생각한 것보다 사이즈가 진짜 커요ㅋㅋㅋ 그래서 저는 그냥 남동생줬어요..ㅋㅋ 옷 자체는 좋아요!
dusdn102**|길이는 꾀길구요 글적힌것더 심플하게이쁨니다. 목부분도 조금 올라와있어서 따뜻하고 이뻐요. 안에도 기모여서 더따뜻합니다.
kelly49**|적당히 짧고 예뻐용 제가 키가 작아서 치마은 별로 안짧을줄 알았는데 조금 조심해야될정도로 짧은거같아요 상의는 안에 목폴라를 입고 입어야 예뻐요! 그리고 스팀다리미로 한번 더 펴서 입으면 더 고급스러울거같아요 예브게 입을게요
dusdn102**|사진은 조금 풍성하게나왔는데 허리줄을 엄청 땅겨서입으면 좀 괜찮구요 위에 입든 맨투맨도 고고싱에서 같이산제품입니당
dusdn102**|진짜 엄청 큽니다. 팔도 엄청풍성하구요 근데 이쁘긴이쁨니다. 길이도 뒤쪽에는 엉덩이정도까지오는거같구용
560171912**|진짜와인색이일단 너무이쁘고 모자가 널널해서그런지 쉽게씌여져요그리구 이색말고도 다른색 다이쁘던데 다음은 베이지로갑니당
560171912**|옷팔부분이 너무이뻐요 그리구 따뜻하고 오버핏이라그런지 느낌잇어보이고 일단 사이즈가커서 두고두고 입을수잇을드ㅛ해요
560171912**|제가 보라색을 진짜엄청너무너무좋아하는데 파는곳이없어서 슬펏는데 이렇게 이쁜맨투맨이심지어 보라색이라니 너무좋아요❤️
560171912**|완젼따뜻하고 일단 팔부분이 너무맘에들어용 그리고 약간 편하게 바지에모자만 써도진짜이쁜거같고 이런저런이유로 다맘에들어용
560171912**|바지에기모가들어잇어서그런가진짜쫀쫀한데 따뜻하고 완전조아용❤️키에맞는바지에 심지어 기모까지잇는데 가격도 할인할때사서 정말싸고좋게삿어요
soomin265452**|색이 예뻐서 산 옷인데 화면 그대로의 색이었어요! 옷이 조금 무거운 감이 있지만 괜찮아요 날씨 좀 더 풀리면 입게 될 것 같아요 예뻐용~
560171912**|진짜 완전 편하고 키때문에 맨날 다리길이에 맞는 바지없어서 짧은거입기도그래서 치마입고다니고 그랫는데ㅠㅠㅠㅠ바지진짜엄청좋아요
rana04**|와 후기에 좀 얇다는걸 보고 걱정살짝하긴했는데빵빵하고 넘 예쁘네요 ㅜㅜ 후기원래 잘 안남기는데 받자마자 기분넘좋아서 남겨용
leejy8**|일단 배송이 정말 빨리왔어요 ! 니트도 기대안했는데 두꺼워서 좋아요 근대 니트 길이가 조금 짧네요 ㅠㅠ
jinju83**|S가 26으로 되어있더라구요? 원래 25입는데 스판이 앖어서 그런가 바지가 내려가진 않아여 근데 사이즈가 좀 크다보니까 핏이 어정쩡한거는 있네요
jinju83**|길이가 약간 짧아요.제 키가 155인데 허리가 보일까봐 치마랑만 입으려합니다. 그리고 실이 부드러운게 아니라 목부분이 살짝 따갑습니다ㅠㅠㅠㅠ키 큰 분들은 감안하고 사셔야할거같아여
nnyy**|잘 받았습니다 ^^ 당일출고라 배송은 당연 빠릅니다!  우선 바지의 색상은 사진이랑 전혀 다릅니다! 사진엔 중청스럽게 나왔지만 실제로 받았보니 중청이 아닙니다. 연청인듯 연청아닌 중청이예요.... 그래도 막 밝은 연청은 아니여서 괜찮아요키 157인데 발목에 길이 딱 맞습니다 길지도 짧지도 않아요그리고 일자컷같기도 하고 스키니같기도하고 그냥 핏 편안한 스키니 같아요 허리도 편해요 하이웨스트 아닌데도 어느정도 허리를 잡아주는것 같아요  참고로  허리 27~28입는 하체비만족인데 m입으니까 사이즈 적당했습니다 신축성도 너무 좋아서 착용감도 부드럽습니다!  다만 얇아요. 다리 추위 많이 타시면 지금은 무리일듯 싶어요! 전 상관없어서 입었는데 추운느낌은 크게 못 받았어요 다른 색상도 있다면 재구매 백퍼센트 합니다
47707762**|너무 나풀나풀거리지 않는 플레어라 무난하게 입기 좋아요상품 받자마자 주름이 많이 져 있어서 다리미질 했더니 실루엣이 예쁘게 나오네요주름이 좀 잘 지는 편이긴 한데 앉을때라든가 신경쓰면 크게 문제가 되진 않을거같아요
47707762**|색상은 아이보리 색에 가깝네요팔에 프린팅이나 두께감은 마음에 드는데 한두번 입었더니금세 목이 늘어나 흐물흐물해져서 보기 싫어보이더라구요다림질을 해서 관리를 잘 해야할거같아요
47707762**|목부분이 아주 짱짱하긴 한데 여유가 좀 부족한듯해서 살짝 답답해요 그만큼 목아래로 바람을 철벽방어 해주는거 같기도하고..소매부분은 골 짜임이 큼지막해서 와이드한 소매 디자인에 아주 잘어울립니다
rose0004**|일단 배송이 너무 빨라서 좋았고 옷이 생각보다 많이 파이지 않고 팔부분도 넓어서 여리여리해보리고 좋았어요 이뻐용~~~~~
47707762**|블랙 맨투맨이 없었는데 편하게 입고 나갈때나 무심하게 걸치기 딱 좋은거 같아요개인적으로는 맨투맨 밑단에 시보리가 아닌 T처럼 마무리 되어있는게 마음에 들어요 이거 하나에 겨울잠바 하나 걸치고 다녀요~
47707762**|브라우니처럼 진한 브라운색이예요우선 색상에서 너무 마음에 들었고 반넥이라 목을 감싸주니까 따뜻하네요 옷의 두께도 생각했던것 보다 두툼해서 좋았어요!퍼프가 과하면 너무 이상한데 이건 소매에서 적당히 손목을 감싸주고 과하지 않은 퍼프라서 귀여우면서도 편하네요자주 손이 가는 니트 중에 하나입니다^~^
jw040**|진짜 부들부들하고 짱이뻐요! 베이지라서 무난하게 입기 좋을 것 같아요! 최곱니다
jw040**|사진 처럼 완전 이뻐요ㅎㅎㅎㅎ 근데 리본 색상이 한면에만 있는게 조금 아쉽지만..! 옷이 엄청 이뻐서 만족합니다!!!
jw040**|블랙하구 베이지 샀는데 이쁘고 착용감 짱짱입니다 다른색도 살까 고민중이에요ㅎㅎㅎ
jw040**|스판이 있어서 잘 늘어나서 입기 편해요ㅎㅎㅎㅎ 잘산거 같아요
aqwsk4**|일부로 큰 사이즈샀는데 편하게 잘 맞아요
ddws**|사고나니까 세일하네요..? 가격은 몇백원차이지만 그래도 슬픔ㅠㅠㅠ여튼 이가격에 이퀄리티면 진짜 짱인듯 목부분 진짜 짱짱하고 그래서 따뜻해요 색은 화면이랑 똑같은것같아요 핏도 이쁘고 다른색도 구매하고싶어요!! 만족!!
ddws**|잉..제가 사고나니까 세일하는 이유좀...힝ㅠㅠㅠㅠ 그래도 진짜 싼티안나요 소재가 반짝반짝한 그런 재질이 아니어서 좋은것같아요 처음 받아보고 생각보다 안빵빵해서 춥지않을까 걱정했는데 입고나가니까 하나도 안춥고 따뜻했어요 색상은 사진이랑 좀 다른데 그래도 이쁜 말린장미색입니다! 길이도 적당해요 소매부분이 짱짱해서 좋은것같습니다
ddws**|색도 예쁘고 디자인도 평범하고 이쁜것같아요 자주입을듯??? 근데 기장이 쪼끔 짧네요 근데 신경쓰이는 정도는 아니고 만족입니다!! 여름빼고는 다 무난하게 입을것같아요
685152653**|너무 이뻐요!
900215130094625**|너무 이뻐서 아직 입어보지도 못한 원피스에요ㅜ 날씨좀 풀리면 입을려고 쟁겨두고있는데 투피스 처음 샀는데 성공적입니다 여러분..사세요..!!
900215130094625**|M사이즈가 젤 컷는데 저한테 맞지 않더라고요..살빼서 입고싶게 만드는 디자인입니다 혹시라도 실제로m사이즈  입으시는분들은...사지 마세요...ㅎㅎm사이즈가 아니고 s입니다..
900215130094625**|울양말 처음 사봤는데 다른 색상도 또 사고싶게 만드는 ㅜㅠ 고퀄리티 울양말인거 같아요ㅠㅠㅠ 너무 따숩게 올 겨울 보낼거 같아요 ㅠㅜㅠ
900215130094625**|너무너무 이쁘고 생각보다 도톰하고 부드러워서 놀랐어요!ㅜㅜ 꼭사세요 여러분ㅠㅠ 진짜로 이뻐요 말이 더이상 필요하지 않은 원피스입니다ㅜㅜ
hopej**|고고싱에서 아우터를 처음 사봤는데 생각보다 퀄리티가 높아요. 부직포같지 않고 한겨울은 좀 무리일지 몰라도 초겨울이나 봄,가을에 입기 좋은 코트입니다. 안에 입은 것은 고고싱에서 산 구름 반목 니트인데 같이 입기 좋아요ㅎ
komb01**|박시박시 해서 노무 좋어요!!!!! 어깨가 넓어서  걱정 했는데 너무 괜찮아요!!!!
hopej**|제가 고고싱 처음 이용하는데 생각보다 퀄이 너무 좋아요. 니트는 잘못사면 너무 까슬까슬하다고 해야하나 그런느낌도 전혀 없구요 오히려 보송보송해서 입기에 정말 좋습니다. 그리고 44사이즈인 저에게도 생각보다 잘 맞고 따뜻해서 겨울내내입기 좋을것 같네요.
sally0402**|좀 구멍이 큰 게 옶지않아 있는데 뭐 나름 예뻐요
komb01**|역시 활용만점이라는 말처럼 완전 활용만점 이예요!!!!!!후드티 안에 입으면 넘 이뻐요!!!!!❤️❤️❤️❤️
sally0402**|진짜 예뻐요 진짜 핏도이뿌구 굿
jua23**|귀걸이가 진짜이뻐여ㅠㅠ 촤르륵 떨어지는게 진짜 마음에 들어요 흰색할까 검정할까 고민했지만 잘산거 같아요
sally0402**|색갈도 예쁘고 서이즏ㅎ 딱 알맞았 던곳 같아용
sally0402**|제 머리에는 너무 큰 사이즈 였던것 같아요 ㅠㅠㅠ
hg54**|입으면 완전 여자여자해 보이고 완전 맘에 들어요 리본도 귀엽고!!배송도 빨리 왔고 다 마음에 들어요
hg54**|디자인도 마음에 들고 목이랑 팔도 엄청 쫀쫀해요 배송도 빨리 왔고 완전 추천해요 다 사세요!!
hg54**|생각보다 길이가 많이 짧았어요,, 근데 귀엽고 디자인도 마음에 들어요 배송도 빨리 왔고요..
seali**|옷은 이쁜데ㅠㅠㅠㅠㅠㅠㅠㅠㅠ너무 박시해요ㅠㅜㅠㅜㅠㅜ 박시의 수준을 넘어선,,,, 제가 44~55사이즈를 입거든요. 박시할줄은 알고 샀긴 했는데 입어보니까 굉장히 많이 박시하네요ㅠㅠㅠㅜㅠㅜ 진짜 많이 너무 박시해도 괜찮다, 혹은 사이즈가 조금 크신분들께는 괜찮을 것 같긴 한데, 44나 55사이즈이신 분들께는 별로 추천드리고 싶지 않아요. 옷은 정말 이쁩니다!
jisu10**|이뻐용ㅎㅎㅎ 되게 발 귀여워 보이고 깔끔한 화이트라 그런지 무슨 옷에 입어두 다 어울리고ㅎㅎ화이트 사세용!
seali**|네이비 샀는데 옷 너무 이뻐요ㅠㅡㅠㅜㅠㅜㅠㅠㅠ 조금 박시한 감이 있고(살짝 박시해요) 인터넷에서 산 니트들 중에 사놓고 마음에 들었던 적은 별로 없는데 이건 마음에 들고, 디자인도 너무 이쁘고 무엇보다 보온이 장난아니네요ㅋㅋㅋㅋㅋㅋㅋ 진짜 놀랐습니다. 엄청 이쁘니까 꼭 사시길 바래요ㅠㅡㅠㅜㅠㅜㅠㅜㅠㅜ 앗, 네이비가 정말 이뻐요(네이비 사세요(찡긋))
byun71**|26사이즈치곤 좀 작은거같네요 ㅠㅜ 종아리는 잘들어가는데 허벅지랑 허리는 좀작지만 옷은 예뻐요~
jisu10**|사실 블랙 가지구 싶었는데 남은게 다크브라운 밖에 없어서 샀거든요ㅋㅋ근데 레알 핏이 너무 이뻐요..길거리 돌아다니면 다크브라운 코트 많이 보이는데이게 젤 이쁜 것 같아요ㅋㅋㅋ
byun71**|검정색 부분이 보들보들하고 따듯해서 겨울에 입기 괜찮은거 같아요 ㅎㅎ치마랑 입어도 이쁘고 바지랑 입어도 예뻐요!
jisu10**|지금입기엔 좀 추울 것 같아서 못 입고 있지만디자인이 이쁘고 귀여워서 날 풀리면맨날 입을 것 같아옹ㅎㅎ
jisu10**|이뻐요ㅎㅎ 쇼핑몰 사진이랑 실물이랑 별로 다른 것은 없구 다만 목부분이 좀 파여서 지금입기엔 추워보이니 좀 날 풀릴 때 입으면 좋을 것 같네요:)
seali**|제가 약 150인데 너무 바지가 짧아요.. 기장이 발목에서 약4cm위에 있습니다. 155버전 바지래서 맞을 줄 알고 샀는데 기장이 너무 짧네요...기장이 많이 아쉽네요. 신축성은 정말 좋아요. 그래서 활동할 때 편할 것 같더라구요. 진짜 신축성은 정말 좋습니다!ㅁ! 제 생각에는 키 145이정도즈음분들이 잘 맞을 것 같아요!기장때문에 별 두개 깎습니다ㅠㅠㅡㅠㅜ
fafafa09**|예예뻐요 진짜 극추 예예뻐요 진짜 극추 예예뻐요 진짜 극추 예예뻐요 진짜 극추ㅍ예예뻐요 진짜 극추 예예뻐요 진짜 극추
