zxc99**|처음엔 저렴해서 질이 안좋을 거라고 생각했는데 빨아도 목도 안늘어나고 가성비 좋습니당 ㅎㅎㅎㅎ
youri10**|핑크색상을주문하였고 받아보니 아이보리컬러도 사고싶을만큼 너무예쁩니다 진주단추부분이 포인트인거같고 팔목부분에 레이스도포인드가되서예쁩니다
youri10**|베이지색상을 주문하였고 남방이 얇아서 봄또는 여름 까지입기딱좋은거같고 심플하게 데일리로 입기좋은거같아요
753179380**|옷이 너무 이뻐요 입어보니까 하늘하늘하고 너무 예쁘네요 여름에도 입기 좋을꺼같아요 바지 치마 다 어울려서 잘 산거 같아요 다만 마감처리가 조금 별로 였어요 실밥이 튀어나오고 해서 자르고 라이터로 정리했는데 정리해두니까 이쁘더라구요마감처리 더 깔끔하게 해주셨음 좋겠어요
youri10**|색상은 그레이색상을 주문했고 홈페이지 사진과같이 핏을 꽉잡아주는 가디건같아요 이번봉에 데이트 할때,놀러갈때입기조아요
youri10**|152/42이고, 체구가작아서큰감이 없지않아 있었지만 벨트가 있어서 꽉 잡아줍니다 .실제로보면 데이트룩으로 좋은거같아요
younkc3**|마음에 들어오!!너무 밝지 않은 회색이라 다 괜찮은 거 같아여!!예쁘게 잘 입을 게용!!감사합니다~~
dkdud58**|완전 좋아요ㅋㅋㅋㅋㅋ 이거 진청샀는데 다른색깔도 살까 생각중이에요 그만큼 가격대비 완전 만족합니다!!!
dkdud58**|완전 얇네요 그리고 안에 살구색 속옷 입어도 비쳐용 ㅠㅠㅠㅠㅠㅠ 사진으로볼땐 그렇게 비침안심해보였는데 그렇게 자주입진않고 여름까진 입고다닐수있을거같아요
dkdud58**|평소에 m입는데 무난하게 잘맞아요 그냥 무난무난해요 전체적으로 다. 사진으로 보이는거랑 똑같다고 보심 될것같아용
749988353**|화사한 봄 블라우스입니다.라인도 이쁘고 완전 봄봄 하네요.안이 비쳐서 하나만 입으면 안됩니다.조금 더 따듯해지면 입을것 같네요.
dkdud58**|색상 아이보리인데 비침 하나도 없구요 다른 티랑 같이 구매했는데 다른건 비침이 너무 심하고 흐물거럈는데 이건 완전 쫀쫀하고 재질도 탄탄해요 핏도 이뻐요
dkdud58**|완전 만족해요 ㅎㅎ 이가격에 이청바지라니 평소에 m입는데 새옷인데도 무난하게 잘들어갔습니다!
749988353**|예쁩니다. 라인도 이쁘고 스판기도 있어 불편하지 않고사이즈도 괜찮은듯.흰색도 사고싶네요.자주입을것 같습니다
dkdud58**|목이 그렇게 쫀쫀하지는않아요 그냥 이번 여름 되기전까지 입으려고 산거라 가격대비 괜찮은것같음!!!!
nakyong06**|제가 개시한 사진처럼 옆 선이 완전 쭈글쭈글...저게 양 옆 부분이 저러니 진짜 안예쁘더라구요그래서 한 번 교환 했는데... 그래도 여전히 마음에 안드네요처음 받았던 것보단 낫긴한데 그래도 옆 선이 쭈글쭈글해요..박음질이 잘 안해놓은 거 같아요.사실 지금도 다시 교환/반품할까 고민 중이에요. 생각했던 거랑 너무 다르고 물건도 불량같고 여러므로 실망이네요.
748835512**|키가 166인데도 줄의 길이가 괜찮고 사진상이랑 똑같아요 리본이 갑자기 떨어져서 당황했지만 다시 끼을수 있어서 다행이였어요 제가 산건 블랙! 너무 이뻐요 나중에 또 고고싱에서 재구매 할 생각이예여!
khappy34**|신축성이 없지만 옷 자체가 부드러워서 정말 편합니다근데 다른 m 사이즈에 비해서 크게 나온것 같아요그래도 핏이 되게 이뻐서 만족합니다 잘입겠습니다!!
nakyong06**|평점을 잘 못 줬네요. 절때 5점 받을만한 상품은 아닙니다..
nakyong06**|색상이 너무 달라 진짜 깜짝 놀랐어요소라 색인데 완전 흐릿하고 어두운 소라색이었어요제가 생각했던 거랑 너무 달라 반품할까 고민까지 했었던;;제가 게시한 사진보다 더 어두워요, 절때 모델 분이 입은 색상으로 생각하시면 안돼요.
jayikb**|브라운 진짜로 이뻐요 강추강추.. 하의보다 코트가 살짝 길어서 자칫 이상해 보일 수 있는데 괜찮아요 꼭 세트 말고 따로따로 입어도 이뻐용
you97j**|짱이뻐요@.@재질도 좋고 허리도 얇아보이고 너무너무너무너무 좋아요 직접입어봐야 아는데 제 키에도 딱 이쁘게 떨어졌어요!!
jkm15**|얼그레이 색상 샀어요~ 좀 얇은데 그래도 걸치면 따뜻해요 길이도 엉덩이 덮는 길이고 주머니도 있어서 귀여워요 가성비 최고
64007294**|색이 살짝 형광기가 있어서 그런지 사진에서 예쁘게 나오는 색이에요. 옷이 크고 길어서 하의에 넣어입기 편하고 활동하기에도 편해요 아우터로도 입을 수 있고, 그냥 상의로도 입을 수 있어서 자주 입을 거 같아요
64007294**|옷 자체는 예뻐요 하늘하늘하고 여성스러워 보여요 대신 품이 막 크지는 않아서 상체가 크신 분들은 끼거나 불편할 수 있을 것 같아요
64007294**|옷 자체는 예뻐요 근데 너무 작아요 그래서 체구가 작은 동생에게 줬는데, 동생도 팔 들기가 힘들다고 하네요.. 정말 마르신 분들이 입어야할 것 같아요 랩이다 보니 앞부분이 조금 짧아요 동생이 허리가 22.5인치인 마른 체구인데 팔올리기가 힘들다고 하니 다들 참고하세요.. 일반적인 55분들이나 66분들이 입기에는 조금 힘들지 않나 싶어요 그래도 옷 자체는 예뻐요
command**|완전좋아요완전좋아요완전좋아요완전좋아요완전좋아요완전좋아요
command**|완전좋아요완전좋아요완전좋아요완전좋아요완전좋아요완전좋아요완전좋아요완전좋아요완전좋아요
kim9803**|일단 반지가 딱 달라붙는게 아니라서 그런지 되게 힙하고 편해요 !!! 그래서 평소에 편하게 입기도 좋을 것 같아서 전강추입니당
command**|완전좋아요완전좋아요완전좋아요완전좋아요완전좋아요완전좋아요완전좋아요완전좋아요완전좋아요
kim9803**|뽁뽁이에 감싸져서 오긴 했는데 하나가 떨어져서 망가져서 왔어요ㅠ 근데 귀걸이 하나 교환하기 그래서 안했는데 그거 빼면 디자인 이뻐요~
command**|짱좋아요무난해서어디든잘어울려요완전좋아요완전좋아요완전좋아요완전좋아요완전좋아요완전좋아요완전좋아요완전좋아요완전좋아요완전좋아요완전좋아요완전좋아요
gb17**|생각보다 진짜 편하고 좋아요! 아무래도 청바지니까 불편할거라고 생각했는데 편해서 독서실 갈때도 잘 입고다닙니다! 색감도 제가 원하던 색감이라서 마음에 들어요 사시면 후회 안 하실 것 같아요
lee458**|많이얇아요 ~~ 여름에도 착용가능할듯합니다 색은 화면색 고대로 에요 남방보다는 티셔츠랑 어울려요  머랑입을찌는 더 고민을해봐야 할듯 합니다 소재는 부들부들 좋음용ㅎㅎㅎ
zxcv5**|음 목이 다 늘어나서 못입어요
jes201**|벨트 구멍이 조금 짧게 뚫려있어서 제가 안쪽에 하나 더 뚫려하고 있습니다 ! 벨트자체는 진짜 예뻐요바지에 입고 티셔츠같은거 넣어입으면 진짜예뻐요 사세요 !
jes201**|길이가 짧아서 바지에 입으면 진짜 예뻐요 !색상은 아이보리사면 스커트에도 잘어울릴것같아요다음에 아이보리도 또 하나 살 예정입니다 !진짜 예뻐요 ㅏㄹ까말까 고민중이면 사세요 !
wndud5**|프린팅된것도 이쁘고 잘 맞아요 무슨바지에다가 코디해도 다 잘어울릴거같네요!!!!!!!!!!!
wndud5**|블랙이 품절이라 어쩔수없이 아이보리를 구매했어요 잘 입고 다닐수있을거 같아요!!!!!!!!!!
wo98**|이 바지를 무슨 한달이 넘어서 받았어요...진짜 해외배송으로 사도 이거보다 빨리 받을거같네요 ㅜㅜ기다리는김에 계속 그냥 기다렸는데...이런적이 한두번이 아니라 화나네요...바지도 신축성 1도없어용....
wndud5**|바지가 좀 짧긴하지만 입을만해요 색감도 이쁘고 핏도 이쁘네요 사실분들은 사세요!!!!!!!!다만 허리가 좀 컸어요
wndud5**|항공점퍼 저번부터 가지고싶었는데 고고싱에서 사게되서 기쁘네요 !!!!그렇게 길지도않고 짧지도않아서 딱 적당한거같아요
lhj40**|색상은 예쁜것 같아요. 특히 제가 시킨바지랑 입으니 예쁘더라구요. 저에게는 팔길이가 길었지만 제가 조금 크게 입는것을 좋아해서 불편한 점은 없었던것 같네요.
wndud5**|만족해요!! 사실분들은 사셔도될거 같네요 색감은 사진이랑똑같아요 가격대비에 괜찮은거 같아용 !!
lhj40**|제가 처음에 배송받았을때 바지를 먼저 봤었는데 디자인은 괜찮았어요. 입었을때 허리는 살짝 컸지만 밸트차고 다니면 괜찮을것 같았어요. 배송이 빨라 만족합니다^^
srll12**|매번 사야지 사야지 하다가 드디어 샀어요역시 쫀쫀하고 세상 편해요!길이도 적당하고 하나 더 사야겠어요
srll12**|딱 기본 발목 양말이고양말 감이 튼튼하고 좋아요!가격도 600원이라니 다음에 또 사야겠어요
korea0303**|ㅠㅠㅠㅠㅠ너무 예뻐요 진짜 박시하구 포근해 보여서 너무 좋아요!! 치마,바지 다 매치되구 다른 옷에도 예쁠것같아요!! 지금이나 초가을,가을쯤 입으면 딱 따뜻하게 해줄것같은!! 진짜 색깔, 핏, 재질 전부 맘에 들어요ㅠㅠㅠ 진짜 예쁘게 입고다닐게요ㅠㅠㅠ 감사합니다
cri**|길이도 딱 적당하고 품은 적당히 박시해서 좋습니당! 중청샀다가 연청도 이쁠 것 같아서 연청 샀는데 개인적으로는 연청이 더 이쁘긴 하네요ㅎㅎ 아 그리고 중청보다 연청이 더 가볍습니다. 재질 차이가 조금 있어서 그런듯.
tngus76**|생각보다좀 많이 파졌다 생각했는데 그래도 이쁜것같아요! 네이비 검정 흰색 샀는데 전부 마음에들어요!
751579606**|제 키가 167인데여 키가 크고 골반도 있는 편이라 길이나 핏이 모델분이랑 비슷하려면 한사이즈 크게 샀으면 좋았을 것 같은 느낌이에요! 좀 얇아서 안에 옷 넣어입으면 울퉁불퉁해질 것 같구 뱃살 부각이 좀 될 것 같아용.  그리고 밴딩이라서 허리에 딱 맞는건 좋은데 지퍼가 밴딩 신축성 때문에 잘 안올라가요ㅜㅜ 그리고 뒷부분이 밴딩때문에 울어요 한사이즈 컸으면 괜찮았을 것 같은데 저한테 너무 딱 맞아서 밴딩 운 부분이 더 도드라져 보이네용... 그래두 잘 입을게여
esy11**|첫포토후기네요!러플워피스 블랙색상 패턴이랑색감이 너무 마음에들어서 고민없이 구매했어요. 사진그대로고 마음에들어요 이정도 가격에 이런상품을 샀다니 너무뿌듯하고좋아요!! 핏은 모델이랑 다르긴하지만 누굴탓해여ㅜ제탓이죠 가갹대비예쁘고 정말좋아용
751579606**|리뷰에 얇다는 얘기가 많아서 얇은건 알고 있었는데 새옷 냄새가 너무 심했어요ㅠㅠㅠ 그리고 어깨라인이 팔뚝쪽에 있어서 어깨가 좀 넓어보이는 것 같아요. 그래도 완전 무난템이라서 레이어드로도 단독으로도 잘 입을 것 같네용
93223622**|프릴너무이뻐요ㅜㅜ뭔가 오피스룩 같은느낌이라서 너무이뻐요ㅜ봄이라 핑크색으로 삿는데 넘나 잘산것같아요~~ 핑크색 이라 좀 누리끼끼하면 어쩌지 걱정햇는데이쁜 딸기핑크라 넘나 이쁘게 받았습니다ㅜㅜ감사해요ㅜㅜ이런이쁜옷 많이만들어주세요 고고싱~~믿고삽니당
93223622**|와ㅜㅜ넘나이뻐요ㅜㅜㅜㅜ하체비만이라 엄청 뚱뚱할까봐 걱정햇는데.. 진짜 치마너무이쁘고 위에쪽이 좀붙는편이라서 하체비만을 가려주네요ㅜㅜ밑에 프릴도 넘나좋고ㅜㅜㅜ뒤에 고무줄이라 아 안이쁘면어쩌지햇는데 제가 뚱뚱해서 지퍼가 올라가게 고무줄이 짱짱해서 넘나좋아요ㅜㅜ역시 믿고사는 고고싱.. 치마길이도 딱 좋아요!!! 빠른배송도 넘나감사합니다ㅜㅜ맨날 옷살때 고고싱에서사는데 역시..❤️❤️고민하시는분들 고민할필요도없이 바로사세요 각입니다
751579606**|진짜 예뻐요ㅠㅠㅠㅠㅠㅠㅠ 엄청 고민하다가 구매한건데 진짜 예뻐요!!!!! 두번째 사진은 비침 보시라고 찍어본거구여 세번째 사진은 무늬 보시라고 찍어봤는데 색깔은 첫번째 두번째 사진이 더 정확합니다! 레이스 디테일부터 소매, 무늬, 색깔까지 다 너무 마음에 들어오ㅠㅠ 잘 입을게여!!!
751579606**|전에 다른데서 s샀다가 입으면 숨이 안쉬어져서 m으로 샀는데 허리가 좀 컸어요ㅠㅠㅠ 그리고 치마 밑단부준 마감처리가 좀... 되게 실밥 나와있고 그래용.. 그래도 잘 입을 것 같습니다
kkansou**|이거 입고 놀러갔는데 인생샷 팡팡 건졌어요,,
kkansou**|생각보다 쫀쫀해서 놀랐어요! 예쁜 옷 감사합니다
kkansou**|진짜 이 가디건 너무 예보요 ㅠㅡㅜ
kkkyhs9**|스판이 일단 너무 좋아요 ㅜㅜ 속바지도 치마도 너무 쫀쫀해서 입기 편하고 디자인도 너무 예뻐서 그런가 아무 옷에나 잘 어울릴 거 같네요 ㅎㅎ
kkkyhs9**|너무 가격대가 저렴해서 사실 원단재질은 별 기대 안했는데 웬걸 ,, 재질도 너무 좋고 그거에 비하면 너무너무 저렴한거 같아요 ㅜㅜㅠ 사진보다 실물이 더 예쁜 원피스네요! 놀러갈 때 입고 나가야겠어요 ㅎㅎ
wkaocjs**|파란색으로 블라우스가 없어서 보자마자 예뻐서 구매여 ~ 요즘에 고고싱아 배송이 늦거나 품절이많아서 계속 늦어지자만 옷을 받우면 다시 기분좋아지내요
wkaocjs**|봄에 입기 딱 좋울정도로 살랑살랑 좋은것 같아요~배송이  좀 눚어져서 그렇지만 옷은 예쁨니다
wkaocjs**|하얀색 색상우로 다른 무늬로된게 있어서 베이지색상으로 그매했는데 기대이상으로 예뻐서 깜짝올랐네요
wkaocjs**|어제 왔어요. 배송이 계속 늦어지다 받았는데 입어보고 기분 풀림이요~~. 왜 늦게왔눈지 이해가 가는 ㅋㅋㅋ
es77**|옷에 늦게와서 한3주기달리느라 너무 힘들었지만 옷을 받고나니 이쁘고 만족스러웠다 원래.가디건을 좋아해서 이 가디건고 너무 마음에 들었다. 살짝 크긴하지만 키가작아서 그런것같지만 내키에 입어도 이상하지않고 이쁜핏이 였다
codudquf18**|예버요에뻐요예뻐요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 가디건이랑 입어도예쁘고 트랜치코트랑입어도예버요 ~~
codudquf18**|그냥 무난무난 괜찮은거 같아요 ~~~~~~~ 여러가지 코디 하기 좋을듯요 !! 좋습니다ㅏㅏㅏㅏㅏㅏ
codudquf18**|존예전예존예 !!!!! 너무 예뻐용 짱짱 새옷냄새 좀 나긴했는데 한번입으니까 빠짐 !!! 조아요
codudquf18**|하늘하늘하니 넘 예버용 ~~~~~~~~~ 편하게 잘 입을거같아욤 ㅎㅎㅎㅎㅎㅎ 강추함다 !!!!!
57750061**|기본가디건 약간 소매가 넓긴하지만데일리로 편하게 입을것같네요블랙이 없어서 구매한건데그래도 소재가 나쁘지않아서쏘쏘
57750061**|배송도 빨랐고스커트 정말 예뻐요디자인도 색도 다 맘에들고마니 비치지않아서 가격대비 짱!
56162697**|와..진짜... 제 인생템ㅋㅋㅋㅋ 정말 컴플렉스는 다 보완해주고 장점만 극대화시켜주는 이쁘니에요!! 리본은 분리형이여서 개인마다 가장 얇은 허리 포인트에 똬악하고 묶어주시면 그리 잘록해 보일 수 가 없습니당!! 치마 밑단도 심심하지 않게 머메이드 느낌이어서 하늘하늘 느낌 뿜뿜합니다!! 기장은 허벅지 중간보다 살짝 아래이구요!! 네이비색 차분해서 너무 이뻐욧>ㅁ< 중말 색깔별루 갖고싶으다ㅎㅎㅎㅎㅎ
jhs60**|이너로 입기에도 이쁘구단품으로 입어도 이뻐요~레터링써있어서 더 이뻐보이고허전하지않고 좋아요~고고싱에서 같이 산 흑청치마랑 입어봤습니당 ♥️
56162697**|하늘하늘 시크시크ㅎㅎ 이 두가지를 충족하는 블라우스입니다!! 엄청 얇아서 안에 다 비추겠구나.. 했는데 뚜둔!! 검정색이라 그런지 정말 안보입니다!! 거의 시스루 느낌으로 얇은데 안에 속살은 안보이는 마법의 옷ㅋㅋ 물론 나시정도는 받쳐입는게 심리적으로 안정감이..ㅎㅎㅎㅎ 이쁜 블라우스 만족구매했습니담✨
56162697**|화이트 생삭이라 살짝 비치긴 하지만 안에 속바지 입으니 문제 없습니당ㅎㅎ 기장은 허벅지 중간쯤 와서 개인적으로는 딱 컴플렉스인 부분을 가려주는 템!! 기본 H치마로 정말 딱인 것 같아용❤️
56162697**|정말 등판에 있는 장미보고 샀습니다!!ㅠㅜ 블랙+장미+핑크 너무 이뻐요!! 사이즈도 넉넉하고 입으면 기장은 엉덩이를 덮는 정도라고 보시면 될 것 같아요! 제가 키에 비해 상체가 긴 편이라서 사람마다 개인차는 조금 있을 것 같구요!! 다들 심플한 검정 무지티보다 이걸 사시는 걸 추천추천 합니당
comcom04**|딱 보고 색깔이 진짜 예뻤어요 사이즈는 고무줄이라서 딱 맞았구요 배송도 빨라서 되게 좋았고 봄가을에 입기 좋을 거 같아요
comcom04**|처음에 입어보고 길이도 괜찮고 색깔도 예뻐서 좋있어요 생각보다 허리가 컸는데 벨트가 있어서 다행이었어요 배송도 완전 빠르고 좋았습니다!딱 봄에 입기 좋은 두께인 거 같아요
chaeha**|처음에 입었을 때 뭔가 짧은 것 같아서 살짝 불만족이었지만 입다보니 너무 예뻐요! 검은색이라 편하게 입을 수 있을 것 같아요. 짜임새가 다른 니트 가디건에 비해 덜 부해보여서 많이 입을 것 같아요~
chaeha**|왜 이 옷이 주머니가 없다는 걸 미처 생각하지 못했을까요?? 원래는 연청자켓을 갖고 싶었는데 이거 보면서 라이트중청이 더 예뻐서 샀는데 색깔은 만족해요! 길이가 살짝 짧은 것 같긴하지만 넉넉한 핏으로 잘 입을 수 있을 것 같아요!
chaeha**|길이나 품은 넉넉해요. 엄청 얇아요. 목 부분이 많이 파진 것 같아요. 머리로 가리면 어찌어찌 입겠지만 위에 잠바입으면 오히려 목 부분 남아서 안 예뻐요. 가격대비 조금 별로인 옷이에요..
56162697**|진짜 사이즈가 딱 맞네요!! 230인데 양말신고 신으니까 딱딱 입니당ㅎㅎ 디자인도 심플하 귀엽고 사진이랑 정말 똑같습니다!  기본템으로 너무 좋아요>0<
56162697**|하트크기가 딱 적당하게 이쁜 것 같아요ㅎㅎ역시 실패없는 하트모양!! 봄 여름에 잘 사용하겠습니당^3^
jialing**|오늘 도착했어요!!! 치마랑 진짜 잘 어울려요!!!!!아쉬운 점이  있다면 신발이 너무 반짝?거려서 조금 아쉬웠어요!!
jialing**|오늘 도착했는데 너무 이뻐요!!!!컬러도 이쁘고 입을때도 편해요!!~귀여운 느낌도 주면서 데이트할때 입어도 괜찮을 것 같습니당
nara88**|색도 너무 예쁘고 약간 낭낭해서 바지랑도 편하게입고 흰청치마,청치마랑 같이 편안하게 코디해서 입을수 있어서 너뮤 죠아용
nara88**|사이즈 딱 적당하게 예뻐서 너무너무 죠아용 색깔두 핏도 마음에들어용 치마는 따로 코디해서 입어도 예쁠것같아요!!
jialing**|오늘 도착했는데 너무편하고 좋아요!!!!가슴도 진짜 모아지고 커보여요!!!!정말 추천합니다!저는 블랙샀서요
dpatk**|배송은 늦었지만 옷은 마음에 들어여 박시한 기본티에요 길이나 크기가 마음에 들어요 다만 냄새가 매우 심하네요 ㅠㅜ
dpatk**|기대 이상으로 마음에 드네요. 배송은 생각보다 오래걸렸지만 그래도 만족합니다. 얇아서 여름에도 걸쳐입기 좋을것같아요
rlawognl10**|핑크로 시켰는데 생각보다 가방이 크더라구여? 그래도 만족합니다. 지금 생각해보면 딱 좋은 크기 인 것 같아요. 이 사진보다는 실물이 더 이뻐요~
yod**|정말 구매하고 너무 너~어무 오래 걸려서 좀 그랬어요 옷은 이쁜데 옷냄새가 오래가서 빠지는 시간만 오래걸리더라구요
yod**|완전 캐쥬얼하고 이뻐요 편하게 입기에 딱이고 청바지에 완전 잘어울립니다 사진과 똑같아요ㅎㅎ굿
rlawognl10**|생각보다 더 어마어마한 박시핏이더군요..팔은 한두번 접어 입으면 맞는것 같구 통이 진짜 커요.길이는 158cm기준으로 엉덩이 반쯤 덮는 길이 인것 같아요이쁘긴 이쁩니다!!!
bhj80**|일단 키가 작아서 바지사기가 힘들엇는데 이 바지는 길이도 적당하고 재질도 좋은거 같아요 색상도 원하던 연청이라 맘에들고 핏도 진짜 이쁜거같아욤
rlawognl10**|외관상보이는거하고 몸무게에 비해 뱃살이 좀 많은편이라 사이즈 보고 L샀는데... 너무커오.. 주먹이 3개나 들어가는데 바꿀 시간이 없이 다음주에 바로 입어야해서 그냥 입습니다.. 참고하세요허리둘레 30인치 나와도 L은 큽니다길이는 생각보다는 길었어요 40센치 정도 나오더라구여사이즈만 맞았다면 만족..!
hdah55**|이번이 고고싱 허니진 두번째 구매!! 겨울에 기모허니진 너무 질 입어서 기모없는 걸로도 샀어요ㅎㅎ 다른 곳 바지는 길이 짧을까봐 걱정하는데 여기는 길이 선택이 가능하다는게 진짜 장점인듯 170 기장 바지 샀는데 진짜 발목까지 감싸줘요 그리고 신축성이 미쳤고, 밑위도 길어서 다리가 더 길어보여요! 저처럼 키 있으신 분들 강추해요!!
tenuto**|사진으로 봤던 거랑 실물이랑 똑같아서 좋았어요. 배송도 느긋하게 기다릴 마음으로 주문했는데 주문한 바로 다음날 출고되어서 빨리 받았습니다. 두께는 봄에 입기 딱 좋은 것 같아요. 예쁘게 잘 입겠습니다~
52052927**|일단 너무너무너무 예뻐요 진짜 사진에서 보는 거보다 훠얼씬 더 예뻐요 진짜 3월 초에 시켜서 3월말에 받았는데 후회하지 받아보니까 배농 늦어져서 화났던게 다 풀리더라고여그리고 제가 153이고 롱원피스인데도 불구하고 길이가 예쁘게 떨어져요 키작녀분들 고민하지 않으셔도 될거 같아용!!!
dbsdusdh1**|면이 얇아요 생각만큼 별로 안이뻐요 그냥 별로에요
45216058**|진짜 별로 기대안하구 구매했는데 생각보다 몸에 딱 맞고 핏도 너무 이뻐서 케쥬얼이나 정장 모두에 어울리는치마네요!!너무너무만족합니다^^~
jhs60**|핏도 이쁘고 색상도 너무 이뻐요~반바지는 항상 연청만 눈이 들어오더라구요!!고고싱은 항상 이쁜제품 신상 자주 올려주셔서감사해여❤️날씨 풀리고 여름되면 주구장창 입게 될 모노반바지입니당
kyn23**|색깔 진짜 이뻐요!!!! 쿨톤이라 노랑색 옷은 지양해왔는데, 흰끼 살짝 들어간 연노랑이라서 저한테도 화사하게 잘 맞고 이뻐용ㅎㅎ 디자인은 기본니트인데 색깔이 정말 봄에 입기 좋아요~~요즘 자주 입는 옷!!!
jhs60**|막 입기 좋구~ 길이도 많이 짧지않아서 좋아요!!!여름에 계속 찾게될거같네요 ㅎㅎ항상 좋은상품 감사합니다
kyn23**|골반때문에 라지샀는데 딱 맞아요!! 치마 딱 원하던 길이랑 두께감 디자인이어서 좋아요ㅎㅎ고고싱 치마가 다른 것들은 제 키에 많이 짧은편이라 슬펐는데ㅠㅠ이건 딱 예쁘게 맞아요ㅎㅎㅎ기장 43-45치마 많이 만들어주세용....ㅠㅠㅠㅠ♥조금 아쉬운 점이 있다면 지퍼부분이 짧아서 골반 들어갈 때 좀 낑낑댄다는 점....? 지퍼가 좀만 더 길게 되서 입을 때 오픈이 많이 되도 좋을거 같아요ㅠㅠ!! 이번에 같이 산 고고싱 잔느꽃 블라우스랑 찰떡이에요~~
jhs60**|슬랙스 허리 안에 고무줄이 내장되있어서허리도 편하구요~ 앉았다 일어났다 하는것도 너무너무 편해요!!!특히 핏이 일자로 쫙 빠져있어서 날씬해보이구하이웨스트라 다리도 길어보이구여러곳에서 슬랙스 사봤지만진작 고고싱에서 살껄 그랬어요!!!ㅜㅜ대 만 족항상 흥하세요❤️❤️
kyn23**|이 블라우스 여리여리하고 진짜 예뻐요!!!! 봄~초여름 잘 입을것 같아용ㅎㅎㅎㅎ 화이트랑 핑크 중에서 고민 많이 했는데 핑크 사고나니 화이트도 사고싶어요....ㅎ 시스루긴 한데 그렇게 심한 시스루 아니구요, 안에 나시입고 입으면 괜찮아요!!! 요즘 제일 잘 입고 있는 옷이에요ㅎㅎ 저는 여름에도 추위 많이 타서 5월말까지도 얇은 긴팔입는터라 이 옷 오래 입을 수 있을 것 같아서 더 좋아요!!! 아 그리고 팔이 길어서 항상 인터넷에서 옷 사면 팔이 짤뚝했던 저에게도 저만큼이나 길게 와서 너무 좋아요ㅠㅠ♥ 가슴쪽에 프릴로 되어있어서 밋밋하지도 않고 더 이뻐용~ 고고싱에서 같이 산 아이보리 코튼 치마랑 입으니가 찰떡....화이트+핑크 조합은 사랑입니드.....♥
jhs60**|고고싱에서 같이 산 슬랙스랑 입어봤는데와.... 남방 연보라 색상을 파스텔톤으로 너무 잘 빠진거에요ㅜㅜㅜㅜ편하게 슬랙스랑 입어봤는데아이보리바지랑 입어두 이쁠거같아요❤️완전 봄 느낌나구 박시하지만 진짜 이뻐여~고고싱에서 사면 항상 만족스러워서 기분좋아요!!!!
jhs60**|고고싱 제품 반바지&슬랙스랑 같이 입어봤는데둘다 너무 잘어울려요ㅜㅜ하늘하늘 떨어지는 핏이라 여리여리해보이구일반단추가 아닌 진주단추라서 더 고급져보여요~니트스타일로 입어두되고 단추열어서 가디건 스타일로 입어도 되서다양한 스타일로 소화하기 좋아요 고고싱 항상 최고입니당
rlaguswn3**|별로.....색도 별로..품도 너무 크고 길이도 너무 길었어요ㅠ 진짜 2주 기다려서 받았는데 이럴꺼면 그냥환불할껄 그랫ㅇㅅ네요
jhs60**|연청은 많은데 흑청치마는 없어서고고싱에서 첫구매 하게되었는데받쳐입기 편하구 색상도 만족해요‼️‼️사이즈 s를 샀는데ㅜㅜ 허리가 좀 많이 크네요,, 흑흑고고싱 제품 반바지는 허리사이즈 괜찮은데치마는 좀 커서 아쉬워요~~ 그래도 잘 입을게요☺️
jhs60**|좀 박시한 핏인데 오프숄더라서 여리여리해보이고흰색이라 청바지나 반바지 아무색상에 받쳐입어도 이쁜거 같아요~이번 봄에 무난하게 잘 입을게요ㅎㅎ고고싱 만세❤️❤️
moom38**|네이비색 코트 사고싶었는데 여기 마침 딱 있길래 바로 질러보렸습니당~~ 첨에 딱 받았을땐 이게 네이비인가 검은색인가 싶을정도로 어두웠는데 빛비추면 남색맞구요! ㅎㅎ 다른 트렌치 코트와 다르게 구김도 나름 적었던편이였어요!
moom38**|흫 크림색 다들 꼭 사세요 진짜 넘 이뿐것 ㅠㅠ 군데 옆에 박음질 잘못되서 와서 잡아당겼는데 쭉 당겨지더라구요;;ㅎ 다음부턴 잘 확인하시고 보내주셨우면 좋겠습니당~~
moom38**|제가 진짜 보라색 요새 너무 좋아서 샀눈데 진짜 너무 예뻐요 보라보라 합니다 화사해보이구여 다들 블라우스 이쁘다고 난리에욤 ㅎㅎ
moom38**|색깔 넘 이뿌구요 여리여리 짱짱입니당 ㅎㅎ 따뜻한 날 봄 나들이 갈때 입우려고 샀는데 정말 좋은거같아용
